PURCHASED_DEVICE,DEVICE_VALUE,LAST_DEVICE_CHANGE,DATA_TRAFFIC_MONTH_1,DATA_TRAFFIC_MONTH_2,DATA_TRAFFIC_MONTH_3,DATA_TRAFFIC_MONTH_4,DATA_TRAFFIC_MONTH_5,DATA_TRAFFIC_MONTH_6,VOICE_TRAFFIC_MONTH_1,VOICE_TRAFFIC_MONTH_2,VOICE_TRAFFIC_MONTH_3,VOICE_TRAFFIC_MONTH_4,VOICE_TRAFFIC_MONTH_5,VOICE_TRAFFIC_MONTH_6,BILLING_MONTH_1,BILLING_MONTH_2,BILLING_MONTH_3,BILLING_MONTH_4,BILLING_MONTH_5,BILLING_MONTH_6,DEVICE_COST_MONTH_1,DEVICE_COST_MONTH_2,DEVICE_COST_MONTH_3,DEVICE_COST_MONTH_4,DEVICE_COST_MONTH_5,DEVICE_COST_MONTH_6,LINE_ACTIVATION_DATE,MONTHS_LAST_DEVICE,DURATION_LINE,PREVIOUS_DEVICE_MODEL,PREVIOUS_DEVICE_MANUF,PREVIOUS_DEVICE_BRAND
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20170801,121.9043,503.64203,503.64203,95.705704,47.750546,140.94191,38.5,82.199997,82.199997,80.599998,71.599998,71.699997,58.03,42.0,42.0,41.99,42.43,42.61,12.0,12.0,12.0,12.0,12.0,12.0,20151027,16,38,LG K8,LG Electronics Inc.,LG
DGAP088C3000_APPLE IPHONE XS 64GB CINZA ESPACIAL,6345.0,,5710.2783,1769.6782,1769.6782,3087.3677,3910.2056,3147.8682,418.79999,544.79999,544.79999,280.10001,285.20001,296.89999,118.84,109.78,106.9,114.08,92.1,94.11,0.0,0.0,0.0,0.0,0.0,0.0,20160307,,33,iPhone 6S,Apple Inc,Apple
TGSA32162007_SAMSUNG J610G SMART PRETO PPB/PI107/04,1185.0,20190101,0.0,0.0,0.0,0.0,0.0,0.0,86.5,32.0,32.0,34.599998,11.6,50.299999,17.9,20.939999999999998,18.93,17.65,16.36,17.98,13.0,13.0,13.0,13.0,13.0,13.0,20130816,-1,64,iPhone 5S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,237.0,,737.62103,545.02393,545.02393,294.48038,639.06329,639.4826,2377.8999,1580.9,1580.9,1483.2,1577.7,1266.5,203.66,202.96,172.11,183.61,192.7,158.23,0.0,0.0,0.0,0.0,0.0,0.0,20020201,,202,SU12889345,"Motorola Mobility LLC, a Lenovo Company",Outros
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170701,2814.2515,2137.8599,2137.8599,2581.4434,1477.4033,1445.4132,672.59998,475.10001,475.10001,328.70001,492.29999,659.79999,58.93,57.0,57.0,56.99,57.58,56.5,0.0,0.0,0.0,0.0,0.0,0.0,20170730,17,17,,,
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.099998,82.400002,82.400002,43.200001,98.400002,69.5,48.66,51.72,57.23,56.15,48.21,49.49,0.0,0.0,0.0,0.0,0.0,0.0,20130723,,65,,,
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,,723.16333,1901.2792,1901.2792,1472.9586,1986.8682,1440.0132,27.1,163.2,163.2,86.099998,135.8,74.099998,45.44,44.0,44.59,43.99,44.33,42.99,0.0,0.0,0.0,0.0,0.0,0.0,20130723,,65,,,
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170701,0.0,0.0,0.0,0.0,,,20.9,41.5,41.5,35.299999,,,35.0,35.0,35.0,38.48,33.99,33.99,0.0,0.0,0.0,0.0,0.0,0.0,20170730,17,17,Samsung Galaxy Win 2,Samsung Korea,Samsung
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170701,0.0,0.0,0.0,0.0,0.0,0.0,51.400002,40.799999,40.799999,29.299999,95.099998,58.900002,35.0,35.0,35.0,34.99,33.99,33.99,0.0,0.0,0.0,0.0,0.0,0.0,20170730,17,17,"MOTOGO! Slim with 3-CHIP, EX505, M0D55","Motorola Mobility LLC, a Lenovo Company",Motorola
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170801,,,,,,,,,,,,,28.049999999999997,28.049999999999997,28.049999999999997,27.990000000000002,26.990000000000002,26.990000000000002,12.0,12.0,12.0,12.0,12.0,12.0,20170808,16,16,Alcatel Pixi 4 3.5,TCL Communication Ltd,Outros
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170801,0.0,0.0,0.0,0.0,0.0,0.0,54.700001,83.400002,83.400002,734.40002,993.20001,1053.1,28.049999999999997,28.049999999999997,28.049999999999997,27.990000000000002,63.400000000000006,26.990000000000002,12.0,12.0,12.0,12.0,12.0,12.0,20170808,16,16,,,
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170701,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.6000004,8.6000004,17.6,14.7,20.200001,35.0,35.0,35.0,34.99,33.99,33.99,0.0,0.0,0.0,0.0,0.0,0.0,20170730,17,17,1208,Nokia Corporation,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,0.0,0.0,0.0,0.034179688,0.0,0.0,271.60001,0.0,0.0,0.0,0.0,0.0,100.86,99.99,100.69,106.32,102.21,101.14,0.0,0.0,0.0,0.0,0.0,0.0,20140719,,53,LG-C299,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170901,1065.8916,1104.2874,1104.2874,650.77533,573.76984,2608.541,41.799999,0.0,0.0,0.0,0.0,0.0,145.14,145.14,145.1,144.45,141.99,141.99,0.0,0.0,0.0,0.0,0.0,0.0,20170929,15,15,Samsung Galaxy A3,Samsung Korea,Samsung
TGAL03462000_ALCATEL 5033J SMART PRETO,201.0,20170601,3200.8264,0.0,0.0,0.0,9.1596098,0.0,232.3,289.5,289.5,176.7,162.39999,180.3,52.91,46.08,41.39,38.99,37.99,37.99,0.0,0.0,0.0,0.0,0.0,0.0,20170607,18,18,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,825.0,20171201,8657.6592,4827.9526,4827.9526,5536.6714,5916.2275,672.38641,129.39999,0.0,0.0,0.0,0.0,0.0,72.99,74.99,72.99,72.49,69.99,16.38,0.0,0.0,0.0,0.0,0.0,0.0,20171230,12,12,Moto G5 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,20190201,19432.932,17381.371,17381.371,13543.402,991.5899,3459.9399,229.10001,0.0,0.0,0.0,0.0,0.0,104.13999999999999,104.13999999999999,104.13999999999999,150.49,100.99000000000001,100.99000000000001,41.0,41.0,41.0,41.0,41.0,41.0,20171130,-2,13,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20180301,7630.5928,4450.3535,4450.3535,2790.7195,7897.8862,3748.8657,65.400002,104.3,104.3,54.0,95.199997,74.599998,121.88,121.88,122.44,121.55000000000001,121.5,118.59,103.0,103.0,103.0,103.0,103.0,103.0,20121209,9,72,iPhone 6,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20180301,5499.1401,3426.6814,3426.6814,3664.583,1812.0479,1776.687,9.5,84.5,84.5,99.900002,151.5,58.200001,121.88,124.94,121.84,121.55000000000001,141.31,118.59,103.0,103.0,103.0,103.0,103.0,103.0,20121209,9,72,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20180301,2794.8154,1045.0157,1045.0157,1040.6112,712.39459,1551.4073,13.2,16.0,16.0,1.6,0.0,28.1,121.88,123.97,121.84,121.55000000000001,118.59,118.59,103.0,103.0,103.0,103.0,103.0,103.0,20121209,9,72,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171101,4653.8472,9917.0098,9917.0098,6434.4775,5477.2178,10410.812,191.89999,72.400002,72.400002,37.400002,87.699997,74.0,52.5,45.71000000000001,45.31999999999999,43.81,51.349999999999994,57.16,154.0,154.0,154.0,154.0,154.0,154.0,20171113,13,13,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170901,5263.2407,5936.8921,5936.8921,2120.9141,6188.2095,4976.5063,129.0,171.39999,171.39999,294.0,143.7,286.70001,95.14,129.96,72.82,116.8,83.44,82.51,0.0,0.0,0.0,0.0,0.0,0.0,20110516,15,91,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,22113.895,4200.3916,4200.3916,9987.3838,11065.246,9367.5742,378.5,0.0,0.0,0.0,0.0,0.0,72.99,72.99000000000001,72.94999999999999,72.44999999999999,70.08000000000001,70.08,0.0,63.0,63.0,63.0,63.0,3.0,20171220,12,12,Samsung Galaxy J3 2016,Samsung Korea,Samsung
DGAP068C2000_APPLE IPHONE 8 256GB CINZA PPB/PI643/10,3945.0,20190101,4183.5332,3592.407,3592.407,1959.3987,1892.7206,761.87354,51.400002,29.5,29.5,24.299999,33.299999,61.900002,93.0,117.46000000000001,171.38,174.5,89.99000000000001,111.12,48.0,48.0,48.0,48.0,48.0,48.0,20130821,-1,64,iPhone 6,Apple Inc,Apple
TGSA32162007_SAMSUNG J610G SMART PRETO PPB/PI107/04,1185.0,20190101,0.0,0.0,0.0,0.0,0.0,0.0,40.099998,269.20001,269.20001,6.6999998,52.0,124.2,19.950000000000003,65.92,28.369999999999997,23.990000000000002,41.11,46.87,13.0,13.0,13.0,13.0,13.0,13.0,20130821,-1,64,Alcatel Pixi 4 3.5,TCL Communication Ltd,Outros
DGAP05262007_APPLE IPHONE 7 128GB PRETO  PPB/PI643/10,3177.0,,410.13184,82.559608,82.559608,298.63898,222.28809,250.81871,38.299999,33.0,33.0,322.29999,95.199997,189.0,169.05,169.05,169.42,0.0,,,0.0,0.0,0.0,0.0,,,20140918,,51,Moto G (2ª Geração),"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20160301,24395.398,3068.9182,2346.7693,4908.7241,4908.7241,6577.5767,19.200001,27.1,14.8,0.0,0.0,0.0,184.63,184.63,184.63,184.63,184.63,183.99,0.0,0.0,0.0,0.0,0.0,0.0,20120201,35,84,Asus ZenFone 3,ASUSTek Computer Inc,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20140901,9335.1621,11421.408,11421.408,7441.2886,3548.3589,4152.3823,24.5,28.799999,28.799999,34.0,51.599998,106.1,121.88,121.88,121.84,121.55,118.59,118.59,0.0,0.0,0.0,0.0,0.0,0.0,20121209,51,72,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20140901,13567.774,6429.4072,6429.4072,6444.5884,5319.251,6930.0156,81.0,137.39999,137.39999,156.8,124.6,150.5,121.88,121.88,121.84,121.55,118.59,118.59,0.0,0.0,0.0,0.0,0.0,0.0,20121209,51,72,iPhone 7,Apple Inc,Apple
DGAP049C2007_APPLE IPHONE 6S 32GB CINZA  PPB/PI643/10,1425.0,20171001,6528.9126,4730.2134,4730.2134,2691.4043,1232.3723,2656.7107,169.39999,0.0,0.0,0.0,0.0,0.0,120.84,125.82,120.8,120.15,120.51,117.99,0.0,0.0,0.0,0.0,0.0,0.0,20171016,14,14,HO12005945,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20151101,3979.0549,5946.3354,5946.3354,3785.3906,1131.8099,1464.8722,36.099998,36.900002,36.900002,31.299999,75.599998,97.5,118.61,117.37,118.7,116.95,127.8,113.99,0.0,0.0,0.0,0.0,0.0,0.0,20070611,37,138,iPhone 7,Apple Inc,Apple
DGAP067C2007_APPLE IPHONE 8 64GB CINZA  PPB/PI643/10,3177.0,20171001,2512.6143,5761.5762,5761.5762,6521.1919,5231.1274,6852.0391,232.10001,1.6,1.6,0.0,0.0,0.0,120.84,120.84,120.8,120.15,117.99,117.99,0.0,0.0,0.0,0.0,0.0,0.0,20171016,14,14,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,489.0,20170501,34395.746,25230.502,25230.502,14963.045,15432.056,26421.209,86.199997,105.8,105.8,67.800003,111.7,90.400002,200.2,200.2,200.2,215.86,211.72000000000003,211.72000000000003,47.0,47.0,47.0,47.0,47.0,47.0,20120104,19,83,Samsung Galaxy J7 2016,Samsung Korea,Samsung
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,489.0,,4879.2466,5379.7886,5379.7886,3364.1533,2821.4731,3009.2026,85.400002,0.0,0.0,0.0,0.0,0.0,97.99,97.99,97.99,97.49,94.99,94.99,0.0,0.0,0.0,0.0,0.0,0.0,20170825,,16,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,513.0,20170401,9730.1748,3191.1719,3191.1719,2574.1377,5900.3027,2285.2759,287.89999,0.0,0.0,0.0,0.0,0.0,112.84,112.84,112.84,112.15,109.99,109.99,0.0,0.0,0.0,0.0,0.0,0.0,20170429,20,20,Samsung Galaxy S8 Plus,Samsung Korea,Samsung
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,513.0,20170401,9.765625E-4,0.017578125,0.017578125,0.74707031,0.053710938,3.7018747,7.4000001,0.0,0.0,0.0,0.0,0.0,137.14,137.14,137.14,136.45,133.99,133.99,0.0,0.0,0.0,0.0,0.0,0.0,20170429,20,20,Samsung Galaxy SIII Mini,Samsung Korea,Samsung
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,513.0,20170401,4531.3057,5792.5381,5792.5381,4511.1011,8115.7275,2912.8887,96.300003,0.0,0.0,0.0,0.0,0.0,112.84,112.84,112.84,112.15,109.99,109.99,0.0,0.0,0.0,0.0,0.0,0.0,20170429,20,20,iPhone 7 Plus,Apple Inc,Apple
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,,,0.0,0.0,0.0,0.0,0.0,0.0,9.3000002,25.0,25.0,10.1,3.0999999,3.0,190.6,189.04,195.0,225.75,162.93,176.87,0.0,0.0,0.0,0.0,0.0,0.0,20120127,,83,iPhone 4S,Apple Inc,Apple
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,513.0,20170401,10755.361,3373.3247,3373.3247,2992.1235,3482.5837,4326.5635,31.6,0.0,0.0,0.0,0.0,0.0,112.84,112.84,112.84,112.15,109.99,109.99,0.0,0.0,0.0,0.0,0.0,0.0,20170429,20,20,,,
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,600.0,,4400.5215,2948.2573,2948.2573,4882.9258,2798.4399,3374.2903,340.79999,263.0,263.0,247.60001,229.7,363.5,141.39,73.89,80.84,75.09,86.32,84.79,0.0,0.0,0.0,0.0,0.0,0.0,20170423,,20,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,227.0,20160801,0.0,0.0,0.0,0.0,0.0,0.0,63.0,246.8,246.8,160.7,166.60001,205.8,75.25,73.0,80.54,80.09,74.24,83.47,0.0,0.0,0.0,0.0,0.0,0.0,20160831,28,28,G24,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,20160801,0.0,0.0,0.0,0.0,0.0,0.0,84.5,139.0,139.0,175.7,157.3,115.4,95.75,73.75,73.51,77.97,83.17,81.54,0.0,0.0,0.0,0.0,0.0,0.0,20160831,28,28,G24,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,227.0,20160801,0.0,0.0,0.0,0.0,0.0,0.0,177.39999,250.0,250.0,210.89999,169.5,154.89999,87.24,75.17,83.66,74.59,72.83,74.86,0.0,0.0,0.0,0.0,0.0,0.0,20160831,28,28,G24,"Motorola Mobility LLC, a Lenovo Company",Outros
TGSA31964007_SAMSUNG J410G SMART PRETO PPB/PI324/14,753.0,,,48.851486,48.851486,1167.3047,4440.8101,182.39832,,8.8999996,8.8999996,23.799999,12.1,32.299999,90.99,90.99,90.99,90.99,92.57,90.99,0.0,0.0,0.0,0.0,0.0,0.0,20140312,,57,iPhone 6,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170901,252.88106,111.64848,111.64848,69.738007,187.54257,175.18031,1.7,0.0,0.0,0.0,0.0,0.0,145.14,145.14,145.1,144.45,141.99,141.99,0.0,0.0,0.0,0.0,0.0,0.0,20170929,15,15,Samsung Galaxy J1 Mini,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170801,309.63852,305.11353,305.11353,59.908516,910.91919,680.19995,30.0,0.0,0.0,0.0,0.0,0.0,145.14,145.14,145.1,144.45,141.99,141.99,0.0,0.0,0.0,0.0,0.0,0.0,20170829,16,16,iPhone 5,Apple Inc,Apple
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,1065.0,20170701,628.21381,3099.2354,3099.2354,2063.0371,7058.856,7004.2271,0.0,0.0,0.0,0.0,0.0,0.0,44.59,44.59,44.59,42.2,42.2,42.2,33.0,33.0,33.0,33.0,33.0,33.0,20120711,17,77,Samsung Galaxy Tab E 7.0 (SM-T116BU),Samsung Korea,Samsung
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,1065.0,,0.0,0.0,0.0,0.0,0.0,0.0,368.60001,419.0,419.0,515.0,468.60001,711.70001,6.41,6.41,6.41,6.14,6.14,6.14,0.0,0.0,0.0,0.0,0.0,0.0,20120711,,77,M10,Quectel Wireless Solutions Co Ltd,Outros
TGSA32164007_SAMSUNG J610G SMART PRETO PPB/PI324/14,1065.0,20170101,5344.5347,3875.4561,3875.4561,2059.9453,6818.6123,2639.6897,903.29999,460.5,460.5,521.40002,361.0,495.39999,118.53,80.52,80.52,78.13,78.13,78.13,33.0,33.0,33.0,33.0,33.0,33.0,20120711,23,77,Samsung Galaxy J5,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,4121.5044,450.2019,450.2019,876.97174,230.09789,395.35941,284.20001,221.5,221.5,229.5,119.7,150.2,125.72,73.19,77.19,70.49,83.05,67.61,0.0,0.0,0.0,0.0,0.0,0.0,20101225,,96,Samsung Galaxy S7,Samsung Korea,Samsung
DGAP049C2007_APPLE IPHONE 6S 32GB CINZA  PPB/PI643/10,1545.0,20171201,4059.3381,4034.3386,4034.3386,1393.6539,3855.9114,1300.2391,56.299999,0.0,0.0,0.0,0.0,0.0,93.99000000000001,93.99000000000001,93.99000000000001,140.49,90.99000000000001,90.99000000000001,77.0,77.0,77.0,77.0,77.0,77.0,20171226,12,12,iPhone SE,Apple Inc,Apple
TGSA32262000_SAMSUNG A750G SMART PRETO PPB/PI107/04,1953.0,20180301,5930.1646,8835.1475,8835.1475,8864.3369,9921.9023,5152.9072,429.39999,0.0,0.0,0.0,0.0,0.0,69.99,69.99,133.96,82.68,69.99,71.65,33.0,33.0,33.0,33.0,33.0,33.0,20180315,9,9,,,
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,1161.0,20160901,1695.2723,3662.0234,3662.0234,2647.938,2731.1296,3946.5112,112.5,0.0,0.0,0.0,0.0,0.0,109.04,109.04,109.03999999999999,108.38999999999999,105.88999999999999,111.87,0.0,0.0,112.0,112.0,112.0,112.0,20141027,27,50,iPhone SE,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20170101,,0.0,0.0,0.0,0.0,0.0,,129.8,129.8,165.0,88.400002,121.4,0.0,4.920000000000002,51.230000000000004,47.23,46.23,46.23,13.0,13.0,13.0,13.0,13.0,13.0,20121029,23,74,,,
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1185.0,20150201,4584.6069,2387.5447,2387.5447,3237.3958,3047.8386,8769.6416,41.799999,93.699997,93.699997,54.200001,35.400002,40.299999,134.07,134.07,134.07,133.99,130.99,130.99,0.0,0.0,0.0,0.0,0.0,0.0,20060816,46,148,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,197.06555,124.83668,124.83668,144.16364,209.01984,136.58496,82.699997,63.0,63.0,62.599998,73.0,74.300003,92.58,92.24,92.89999999999999,92.11,90.55,90.55,12.65,12.65,12.65,12.65,12.65,12.65,20070528,12,139,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,752.30444,480.81082,480.81082,986.30933,518.06073,608.8335,104.8,86.699997,86.699997,161.7,176.2,106.3,93.39999999999999,98.16999999999999,92.32,98.44999999999999,103.05,99.02,15.65,15.65,15.65,15.65,15.65,15.65,19961202,12,264,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,1546.2223,243.8287,243.8287,376.34784,1561.7655,383.96875,82.099998,90.099998,90.099998,139.8,130.2,174.10001,120.07,165.29,109.69,128.62,129.79999999999998,113.00999999999999,12.65,12.65,12.65,12.65,12.65,12.65,20070528,12,139,,,
DGAP068C2000_APPLE IPHONE 8 256GB CINZA PPB/PI643/10,3345.0,20171001,8028.2275,4791.3999,4791.3999,4890.188,6867.3564,4825.105,31.4,0.0,0.0,0.0,0.0,0.0,72.99,72.99,72.99,72.49,69.99000000000001,69.99000000000001,0.0,0.0,0.0,0.0,252.7,252.7,20171019,14,14,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,86.048164,48.984573,48.984573,56.295586,86.348282,144.75008,75.099998,39.299999,39.299999,97.699997,79.800003,110.7,79.27,84.89,78.4,84.05,65.68,83.11,0.0,0.0,0.0,0.0,0.0,0.0,20101225,,96,Sony Xperia L,Sony Mobile Communications,Outros
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,565.0,,15.961055,59.635857,59.635857,18.798594,28.574257,10.348595,60.799999,87.699997,87.699997,206.89999,245.8,220.10001,44.0,44.0,44.34,44.21,42.99,42.99,0.62,0.62,0.62,0.62,0.62,0.62,20161031,,26,Nokia Lumia 635,"Microsoft Mobile Oy, Nokia Corporation",Outros
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,565.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.799999,20.0,20.0,16.5,35.299999,23.6,50.79,46.730000000000004,44.1,43.99,42.99,52.21,0.62,0.62,0.62,0.62,0.62,0.62,20161031,,26,Samsung Galaxy Win 2,Samsung Korea,Samsung
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,565.0,,171.15898,494.9761,494.9761,11.603516,243.50015,591.05084,106.3,118.8,118.8,147.5,198.2,90.699997,80.67,70.94,114.9,55.5,63.64,52.99,0.0,0.0,0.0,0.0,0.0,0.0,20111017,,86,Samsung Galaxy J5,Samsung Korea,Samsung
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,655.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.299999,39.099998,39.099998,17.6,48.200001,38.700001,44.0,44.82,48.45,43.99,43.59,48.07,0.0,0.0,0.0,0.0,0.0,0.0,20111017,,86,Moto G (2ª Geração),"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,5634.6914,4459.0562,4459.0562,1846.6312,3464.7861,4529.4561,48.099998,0.0,0.0,0.0,0.0,0.0,113.35,123.46,113.35,152.72,110.23,110.23,0.0,0.0,0.0,0.0,0.0,0.0,20140512,,55,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,6698.4175,8706.1162,8706.1162,2707.6443,5079.0459,3674.7256,62.0,0.0,0.0,0.0,0.0,0.0,130.89,130.89,130.89,152.29,127.89,125.95,0.0,0.0,0.0,0.0,0.0,0.0,20160712,,29,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,4428.2373,3553.9639,3553.9639,3181.4468,2035.3632,3963.4697,65.0,0.0,0.0,0.0,0.0,0.0,113.35,137.12,113.35,112.73,110.23,110.23,0.0,0.0,0.0,0.0,0.0,0.0,20140512,,55,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,2672.0278,507.8544,507.8544,959.57471,307.39883,715.28925,24.1,0.0,0.0,0.0,0.0,0.0,113.35,113.35,113.35,112.73,110.23,110.23,0.0,0.0,0.0,0.0,0.0,0.0,20140512,,55,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,5697.6245,5126.5352,5126.5352,5228.2827,4781.6079,5037.7803,22.299999,0.0,0.0,0.0,0.0,0.0,128.3,122.32,128.3,124.69,122.19,147.08,0.0,0.0,0.0,0.0,0.0,0.0,20140512,,55,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,1151.1143,411.47711,411.47711,912.72498,1024.5494,656.9917,79.5,69.400002,69.400002,99.699997,121.4,96.300003,112.11999999999999,114.05,112.11999999999999,112.11,113.69999999999999,120.35999999999999,12.65,12.65,12.65,12.65,12.65,12.65,20110329,12,93,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,0.0,1.7045317,1.7045317,6.6000004,,,27.799999,42.299999,42.299999,2.5999999,,,62.36,62.95,67.14,61.99,60.15,60.15,0.0,0.0,0.0,0.0,0.0,0.0,20100609,,102,Sony Xperia M4 Aqua,Sony Mobile Communications,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,1696.874,1328.2629,1328.2629,1507.6337,1511.8711,2225.8501,109.6,12.7,12.7,28.799999,43.200001,22.200001,61.99,61.99,61.99,62.79,60.15,60.15,0.0,0.0,0.0,0.0,0.0,0.0,20100609,,102,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20130901,863.91724,646.81207,646.81207,689.90631,393.41766,1940.8953,49.5,17.200001,17.200001,36.700001,0.0,17.6,246.04,246.04,246.04,245.95,241.99,241.99,0.0,0.0,0.0,0.0,0.0,0.0,20130906,63,63,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20130901,34296.012,15037.907,15037.907,17007.41,27143.703,22031.357,1.2,4.1999998,4.1999998,19.9,40.099998,28.9,246.04,252.17,246.04,245.95,241.99,241.99,0.0,0.0,0.0,0.0,0.0,0.0,20130906,63,63,,,
TGSA29664000_SAMSUNG G950 SMART PRETO PPB/PI324/14,,,2257.3679,843.72833,843.72833,3546.2454,1080.6071,1026.1841,185.7,0.0,0.0,0.0,0.0,0.0,137.14,137.14,137.14,136.49,133.99,133.99,0.0,0.0,0.0,0.0,0.0,0.0,20160601,,30,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,,1529.0532,259.74078,259.74078,363.76324,377.32004,676.81805,11.3,0.0,0.0,0.0,0.0,0.0,137.14,137.14,137.14,136.49,133.99,133.99,0.0,0.0,0.0,0.0,0.0,0.0,20131014,,62,,,
